time,seconds_elapsed,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,activity,session
1772642902332842500,0.240842529296875,0.000240683555603,0.0026413723826408,-0.0305080413818359,0.0012216945178806,-0.0003054236294701,-0.000152711814735,still,Still_7-2026-03-04_16-48-22
1772642902352145200,0.260145263671875,5.28842210769e-05,-0.0031820423901081,-0.0318574905395507,0.0012216945178806,0.0021379655227065,0.0010689827613532,still,Still_7-2026-03-04_16-48-22
1772642902371447600,0.279447509765625,0.0022829547524452,-0.0057720742188394,-0.0284156799316406,0.0030542362947016,0.0039705070666968,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642902390750200,0.298750244140625,-0.0035669058561325,-0.0022265301086008,-0.0272188186645507,0.0006108472589403,0.0015271181473508,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642902410052600,0.318052490234375,0.0071919709444046,-0.0076354499906301,-0.0379934310913085,0.0,0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642902429355300,0.337355224609375,0.0093298852443695,-0.00199651485309,-0.0308094024658203,-0.0012216945178806,-0.0021379655227065,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902448658000,0.356657958984375,0.0011776834726333,-0.0019248579628765,-0.0318574905395507,-0.0006108472589403,-0.0021379655227065,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902467960300,0.375960205078125,0.0008981525897979,-0.0066411290317773,-0.0272216796875,0.0,-0.0015271181473508,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902487263000,0.395262939453125,0.0019310787320137,0.0014269943349063,-0.0282678604125976,0.0006108472589403,0.0009162708884105,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642902506565600,0.414565673828125,0.0032054409384727,-0.0011277054436504,-0.0293159484863281,0.0012216945178806,0.0021379655227065,-0.000152711814735,still,Still_7-2026-03-04_16-48-22
1772642902525868000,0.433867919921875,0.0030752494931221,-0.0067770350724458,-0.0293197631835937,0.0012216945178806,0.0009162708884105,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642902545170700,0.453170654296875,0.0039584338665008,-0.0043117390014231,-0.0210895538330078,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902564473000,0.47247314453125,0.0028963983058929,-0.0057621970772743,-0.0269241333007812,0.0006108472589403,-0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902583775700,0.491775634765625,0.0051600933074951,-0.0046088779345154,-0.026926040649414,-0.0006108472589403,-0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902603078400,0.511078369140625,0.0007724240422248,-0.0071637048386037,-0.0282716751098632,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902622380800,0.530380859375,-0.0061003640294075,-0.0058959643356502,-0.0305128097534179,0.0006108472589403,0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902641683500,0.549683349609375,0.0042670220136642,-0.0071986364200711,-0.0245285034179687,0.0006108472589403,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902660986000,0.568986083984375,0.0055069178342819,-6.12582080066e-05,-0.0269222259521484,0.0,0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902680288500,0.58828857421875,0.0045025199651718,0.0010921829380095,-0.0257244110107421,-0.0012216945178806,0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902699591200,0.607591064453125,-0.0026357546448707,-0.0011045122519135,-0.0293149948120117,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902718893600,0.6268935546875,-4.84883785247e-05,-0.0073419269174337,-0.0306615829467773,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902738196200,0.6461962890625,0.000984564423561,-0.0074187871068716,-0.0246753692626953,0.0006108472589403,0.0009162708884105,0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642902757499000,0.665498779296875,0.0054582431912422,-0.002734531648457,-0.0257225036621093,0.0006108472589403,-0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902776801300,0.68480126953125,0.0055925175547599,-0.0029541701078414,-0.0221328735351562,-0.0012216945178806,-0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642902796104000,0.70410400390625,-0.0013045072555541,0.0042162956669926,-0.0293140411376953,0.0,-0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902815406600,0.723406494140625,-0.0012029707431793,-0.0052897138521075,-0.028116226196289,-0.0006108472589403,-0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642902834709000,0.742708984375,-0.0036344528198242,-0.0078775221481919,-0.026921272277832,0.0006108472589403,-0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902854011600,0.76201171875,0.0080208405852317,0.0008709984831511,-0.0317096710205078,0.0012216945178806,0.0003054236294701,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642902873314000,0.78131396484375,0.0090181455016136,-0.0042020035907626,-0.0233287811279296,0.0012216945178806,-0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642902892616700,0.80061669921875,0.0009813904762268,-0.0006804103031754,-0.0282659530639648,0.0006108472589403,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902911919400,0.81991943359375,-0.0001142770051956,-0.0045237224549055,-0.0248241424560546,0.0,-0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902931221800,0.8392216796875,-0.0010838955640792,-0.0045690257102251,-0.0297622680664062,-0.001832541776821,-0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902950524400,0.8585244140625,0.0031247660517692,-0.008087346330285,-0.0237789154052734,0.0,0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902969827000,0.8778271484375,0.0078628435730934,0.0003642044030129,-0.022430419921875,-0.0006108472589403,-0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642902989129500,0.89712939453125,-0.0035565197467803,0.001456553582102,-0.0258712768554687,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903008432000,0.91643212890625,-0.0012679174542427,0.001563130877912,-0.029611587524414,0.0012216945178806,0.0003054236294701,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642903027734500,0.935734619140625,-0.0013972893357276,-0.0008502346463501,-0.022430419921875,0.0,-0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903047037200,0.955037109375,0.0029032304883003,-0.0125706158578395,-0.018991470336914,0.0006108472589403,-0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903066339600,0.974339599609375,0.0055466666817665,-0.0197356902062892,-0.025125503540039,0.001832541776821,0.0003054236294701,-0.000152711814735,still,Still_7-2026-03-04_16-48-22
1772642903085642200,0.993642333984375,0.003310777246952,-0.0007681301794946,-0.0272178649902343,0.0,0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903104945000,1.01294482421875,0.0046995431184768,0.0077120689675211,-0.0281152725219726,0.0,0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903124247300,1.032247314453125,-0.0010921731591224,-0.0058572054840624,-0.0281143188476562,-0.0006108472589403,0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903143550000,1.051550048828125,0.0011038184165954,-0.013137362897396,-0.0221290588378906,0.0006108472589403,0.0003054236294701,0.0015271181473508,still,Still_7-2026-03-04_16-48-22
1772642903162852600,1.0708525390625,0.0011810883879661,-0.0131192840635776,-0.0269174575805664,0.0006108472589403,0.0003054236294701,0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903182155000,1.090155029296875,0.011521503329277,-0.0095120063051581,-0.0221309661865234,0.0,0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903201457700,1.109457763671875,0.0058430954813957,0.0049208821728825,-0.023324966430664,0.0006108472589403,0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903220760300,1.12876025390625,-0.0023998990654945,0.0001462744548916,-0.0233268737792968,0.0006108472589403,0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903240062700,1.148062744140625,-0.001458041369915,-0.0034900070168077,-0.0197343826293945,0.0,0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903259365400,1.167365478515625,8.18446278572e-05,-0.0070655471645295,-0.0209312438964843,0.0,0.0009162708884105,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903278667800,1.186667724609375,0.0035078302025794,-0.0047153336927294,-0.0257196426391601,0.0012216945178806,-0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903297970400,1.205970458984375,0.0081868395209312,-0.0047013573348522,-0.0221271514892578,0.0,0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903317273000,1.225273193359375,-0.0046699941158294,0.0012962906621396,-0.0173368453979492,0.0012216945178806,0.0003054236294701,-0.000152711814735,still,Still_7-2026-03-04_16-48-22
1772642903336575500,1.244575439453125,0.0022318959236145,-0.0071835853159427,-0.0236234664916992,0.0,-0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903355878100,1.263878173828125,0.002481959760189,-0.0120705440640449,-0.0261659622192382,-0.0006108472589403,0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903375180800,1.283180908203125,0.0093229040503501,-0.0059563764370977,-0.0198831558227539,0.0006108472589403,-0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903394483200,1.302483154296875,0.0022750347852706,-0.0036643161438405,-0.0197343826293945,0.0006108472589403,0.0009162708884105,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642903413785900,1.321785888671875,0.0012707859277725,9.00644809007e-05,-0.0245218276977539,0.0012216945178806,0.0009162708884105,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642903433088500,1.341088623046875,0.0037068054080009,-0.0059157735668122,-0.0282621383666992,0.0012216945178806,-0.0009162708884105,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642903452391000,1.360390869140625,-0.002475306391716,-0.0060767885297536,-0.0200309753417968,0.001832541776821,0.0009162708884105,-0.0007635590736754,still,Still_7-2026-03-04_16-48-22
1772642903471693600,1.379693603515625,0.002239815890789,0.0010593654587864,-0.0185346603393554,0.0,-0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903490996200,1.398996337890625,0.0092880055308341,-0.0025754338130354,-0.0221281051635742,-0.0006108472589403,0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903510298600,1.418298583984375,0.0068185701966285,-0.0062109036371111,-0.0161447525024414,0.0,0.0003054236294701,0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903529601300,1.437601318359375,-0.0025394856929779,-0.003744195215404,-0.0197324752807617,0.0006108472589403,-0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903548903700,1.456903564453125,0.0009790360927581,-0.004985331557691,-0.0149459838867187,0.0,-0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903568206300,1.476206298828125,-0.0026250630617141,-0.0061093866825103,-0.0197343826293945,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903587509000,1.495509033203125,0.0068759247660636,-0.0025618006475269,-0.0161428451538085,-0.0006108472589403,0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903606811400,1.514811279296875,0.0045231208205223,0.0009252009913325,-0.0209312438964843,0.0006108472589403,0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903626114000,1.534114013671875,-0.0002213865518569,-0.0064731193706393,-0.0149450302124023,-0.0006108472589403,0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903645416700,1.553416748046875,-0.001340165734291,-0.008850447833538,-0.0221281051635742,0.0006108472589403,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903664719000,1.572718994140625,0.0044211521744728,-0.0029085972346365,-0.0173416137695312,0.001832541776821,0.0009162708884105,-0.000152711814735,still,Still_7-2026-03-04_16-48-22
1772642903684021800,1.592021728515625,0.0030348971486091,-0.0027769831940531,-0.0197372436523437,0.0012216945178806,0.0009162708884105,-0.000152711814735,still,Still_7-2026-03-04_16-48-22
1772642903703324400,1.611324462890625,-0.003986045718193,-0.0041340352036058,-0.0161447525024414,0.0,0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903722626800,1.630626708984375,-0.0001437067985534,-0.0089622316882014,-0.0209312438964843,0.0006108472589403,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903741929500,1.649929443359375,0.0022349059581756,-0.0091186612844467,-0.0161428451538085,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903761232100,1.669232177734375,0.0054855570197105,0.0005267914384603,-0.0173425674438476,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903780534500,1.688534423828125,0.0054681748151779,0.000480025075376,-0.0209341049194335,-0.0006108472589403,-0.0009162708884105,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903799837200,1.707837158203125,-0.0053163394331932,-0.0056048268452286,-0.0197372436523437,-0.0006108472589403,0.0009162708884105,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903819139800,1.727139892578125,0.0028737187385559,-0.0092932851985096,-0.0221328735351562,0.0,0.0003054236294701,-0.0015271181473508,still,Still_7-2026-03-04_16-48-22
1772642903838442200,1.746442138671875,0.0004650056362152,-0.0043760328553617,-0.0149517059326171,0.0006108472589403,0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903857745000,1.765744873046875,0.0005609914660453,-0.0069067245349287,-0.0137529373168945,0.0006108472589403,0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642903877047600,1.785047607421875,0.0005363002419471,-0.0046868580393493,-0.0173444747924804,0.0,-0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903896350000,1.804349853515625,0.0065848901867866,-0.0045724264346063,-0.0197391510009765,0.0006108472589403,0.0009162708884105,-0.0015271181473508,still,Still_7-2026-03-04_16-48-22
1772642903915652600,1.823652587890625,-0.0006214305758476,-0.0081048281863331,-0.0185432434082031,0.0,-0.0009162708884105,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903934955300,1.842955322265625,-0.0019911751151084,-0.0057098921388387,-0.016148567199707,-0.0012216945178806,-0.0003054236294701,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903954257700,1.862257568359375,0.0027709528803825,-0.0008658953011035,-0.0173454284667968,-0.0012216945178806,-0.0009162708884105,-0.0009162708884105,still,Still_7-2026-03-04_16-48-22
1772642903973560300,1.881560302734375,0.0123149380087852,-0.0031472663395106,-0.0209388732910156,-0.0012216945178806,-0.0009162708884105,-0.0015271181473508,still,Still_7-2026-03-04_16-48-22
1772642903992863000,1.900863037109375,0.0025967732071876,-0.008957952260971,-0.0209417343139648,-0.0006108472589403,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642904012165400,1.920165283203125,-0.0019493252038955,-0.01488040946424,-0.0209388732910156,0.0006108472589403,0.0015271181473508,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642904031468000,1.939468017578125,0.0050554946064949,-0.0067337788641452,-0.0173473358154296,0.0012216945178806,0.0009162708884105,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642904050770700,1.958770751953125,0.0037737935781478,0.0042077302932739,-0.0209417343139648,0.0024433890357613,0.0009162708884105,-0.000152711814735,still,Still_7-2026-03-04_16-48-22
1772642904070073300,1.9780732421875,-0.0034884288907051,0.0005534114316105,-0.0173511505126953,0.0006108472589403,0.0009162708884105,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642904089375700,1.997375732421875,-0.0010601431131362,-0.0017279759049415,-0.0185461044311523,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642904108678400,2.016678466796875,-0.0009341239929199,-0.0114147597923874,-0.0209417343139648,0.0012216945178806,0.0009162708884105,0.0004581354442052,still,Still_7-2026-03-04_16-48-22
1772642904127981000,2.03598095703125,0.0014584064483642,-0.005429190583527,-0.0161504745483398,0.0,-0.0003054236294701,0.0003054236294701,still,Still_7-2026-03-04_16-48-22
1772642904147283500,2.055283447265625,0.0062755942344665,-0.0090758586302399,-0.0161504745483398,0.0006108472589403,0.0003054236294701,-0.0003054236294701,still,Still_7-2026-03-04_16-48-22
