time,seconds_elapsed,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,activity,session
1772641283365631700,0.2416318359375,2.289504289627075,-1.951435089111328,0.4211511611938476,-2.279834747314453,-1.7859647274017334,3.778701066970825,jumping,Jumping_9-2026-03-04_16-21-23
1772641283384935700,0.260935791015625,2.937300682067871,-1.468461513519287,0.1667690277099609,-1.626991629600525,-1.56315815448761,3.63499927520752,jumping,Jumping_9-2026-03-04_16-21-23
1772641283404239000,0.280239013671875,2.699029922485352,-0.7464852333068848,-0.4315519332885742,-0.9353598356246948,-1.818645000457764,3.044920921325684,jumping,Jumping_9-2026-03-04_16-21-23
1772641283423542800,0.299542724609375,2.80367112159729,-0.4185812473297119,-0.9843025207519532,-0.2119639962911605,-2.1614830493927,2.1941633224487305,jumping,Jumping_9-2026-03-04_16-21-23
1772641283442846700,0.3188466796875,2.790128707885742,-1.5784447193145752,-1.323817253112793,0.5462501645088196,-2.0846688747406006,1.2035218477249146,jumping,Jumping_9-2026-03-04_16-21-23
1772641283462150100,0.338150146484375,1.9142670631408687,-2.592090606689453,0.5803594589233398,1.1581664085388184,-1.802762985229492,0.2432699203491211,jumping,Jumping_9-2026-03-04_16-21-23
1772641283481453800,0.357453857421875,1.8054323196411133,-2.821467399597168,-0.011610984802246,1.4009782075881958,-1.8320835828781128,-0.3849864900112152,jumping,Jumping_9-2026-03-04_16-21-23
1772641283500757800,0.3767578125,1.1393325328826904,-2.1429476737976074,-1.4071664810180664,1.3760861158370972,-1.8624732494354248,-0.642916738986969,jumping,Jumping_9-2026-03-04_16-21-23
1772641283520061200,0.396061279296875,1.496760010719299,-0.7686092853546143,-0.444488525390625,1.2638429403305054,-1.0790616273880005,-0.6891884207725525,jumping,Jumping_9-2026-03-04_16-21-23
1772641283539364900,0.41536474609375,2.023638963699341,-0.855374813079834,-0.1237335205078125,1.097845196723938,-0.5951179265975952,-0.6281036734580994,jumping,Jumping_9-2026-03-04_16-21-23
1772641283558668800,0.434668701171875,2.2743585109710693,-0.736058235168457,-0.2491521835327148,0.9255862832069396,-0.4563029110431671,-0.4859289824962616,jumping,Jumping_9-2026-03-04_16-21-23
1772641283577972200,0.45397216796875,1.5242996215820312,-0.4544010162353515,-0.6331701278686523,0.8484668135643005,-0.2470877170562744,-0.3466558158397674,jumping,Jumping_9-2026-03-04_16-21-23
1772641283597276000,0.47327587890625,0.6099587082862854,-0.2434747219085693,-0.4319667816162109,0.8939749598503113,0.0885728523135185,-0.3245126008987427,jumping,Jumping_9-2026-03-04_16-21-23
1772641283616579800,0.492579833984375,0.7734876275062561,0.3449997901916504,-0.9930639266967772,0.9504783153533936,0.1235438585281372,-0.3348970115184784,jumping,Jumping_9-2026-03-04_16-21-23
1772641283635883300,0.51188330078125,0.8823304772377014,-1.0408847332000732,-2.056612014770508,0.9756757616996764,-0.1699682474136352,-0.3449759781360626,jumping,Jumping_9-2026-03-04_16-21-23
1772641283655187000,0.53118701171875,1.0123473405838013,-0.6334941387176514,-2.117284774780273,1.022863745689392,-0.4387410581111908,-0.4124746024608612,jumping,Jumping_9-2026-03-04_16-21-23
1772641283674491000,0.550490966796875,1.4960622787475586,-0.7219247817993164,-2.366774082183838,1.0769237279891968,-0.6401679515838623,-0.5899257659912109,jumping,Jumping_9-2026-03-04_16-21-23
1772641283693794300,0.569794189453125,2.233855962753296,-0.6075701713562012,-2.827739715576172,1.101052165031433,-0.8574768304824829,-0.8571714162826538,jumping,Jumping_9-2026-03-04_16-21-23
1772641283713098200,0.58909814453125,1.5533113479614258,-0.5286996364593506,-3.5072126388549805,1.1044118404388428,-1.091889500617981,-1.159693479537964,jumping,Jumping_9-2026-03-04_16-21-23
1772641283732402000,0.60840185546875,0.8779265880584717,-0.6181560754776001,-3.34382438659668,1.114185452461243,-1.2627739906311035,-1.4263283014297483,jumping,Jumping_9-2026-03-04_16-21-23
1772641283751705300,0.627705322265625,1.3500834703445437,-1.0290006399154663,-3.19563627243042,1.0958600044250488,-1.1806150674819946,-1.6063755750656128,jumping,Jumping_9-2026-03-04_16-21-23
